instant,dteday,season,yr,mnth,weekday,workingday,weathersit,temp,hum,windspeed,leaflets,price reduction,casual,registered,cnt
323,2011-11-19,4.0,0,11,6,0.0,1.0,13.1667,75.31245,0.224496,1003.0,0.0,943.0,2720.0,3663.0
676,2012-11-06,4.0,1,11,2,1.0,1.0,11.2333,85.06245,0.173513,677.0,0.0,466.0,5220.0,5686.0
142,2011-05-22,2.0,0,5,0,0.0,1.0,24.1667,112.43745,0.148008,703.0,0.0,1576.0,3084.0,4660.0
211,2011-07-30,3.0,0,7,6,0.0,1.0,32.1667,69.87495,0.168537,637.0,0.0,11559.0,2916.0,14475.0
437,2012-03-12,1.0,1,3,1,1.0,1.0,18.6667,73.37505,0.207713,497.0,0.0,838.0,4460.0,5298.0
12,2011-01-12,1.0,0,1,3,1.0,1.0,6.9091,89.93175,0.304627,889.0,0.0,25.0,1137.0,1162.0
598,2012-08-20,3.0,1,8,1,1.0,2.0,25.4333,110.12505,0.1299789999999999,611.0,0.0,1026.0,5504.0,6530.0
343,2011-12-09,4.0,0,12,5,1.0,1.0,11.6333,104.37495,0.0827166999999999,875.0,0.0,261.0,3359.0,3620.0
526,2012-06-09,2.0,1,6,6,0.0,1.0,28.4333,65.56245,0.144287,593.0,0.0,2708.0,4790.0,7498.0
251,2011-09-08,3.0,0,9,4,1.0,3.0,25.3565,140.93475,0.192748,684.0,1.0,153.0,1689.0,1842.0
435,2012-03-10,1.0,1,3,6,0.0,1.0,11.5,52.56255,0.22575,994.0,1.0,968.0,3150.0,4118.0
593,2012-08-15,3.0,1,8,3,1.0,1.0,28.2667,92.93745,0.169771,501.0,0.0,1198.0,6149.0,7347.0
394,2012-01-29,1.0,1,1,0,0.0,1.0,11.3,46.6875,0.24005,836.0,0.0,558.0,2685.0,3243.0
228,2011-08-16,3.0,0,8,2,1.0,1.0,28.0333,86.74995,0.2363289999999999,1019.0,0.0,721.0,4004.0,4725.0
708,2012-12-08,4.0,1,12,6,0.0,2.0,15.2667,136.6875,0.101379,620.0,0.0,1153.0,4429.0,5582.0
42,2011-02-11,1.0,0,2,5,1.0,1.0,7.5636,75.9546,0.10855,946.0,0.0,149.0,1597.0,1746.0
412,2012-02-16,1.0,1,2,4,1.0,2.0,12.6667,112.93755,0.091425,632.0,0.0,74.0,2931.0,3005.0
360,2011-12-26,4.0,0,12,1,0.0,1.0,12.8696,76.04355,0.239465,465.0,0.0,430.0,887.0,1317.0
551,2012-07-04,3.0,1,7,3,0.0,1.0,31.5667,80.8125,0.13495,702.0,0.0,12562.0,4841.0,17403.0
390,2012-01-25,1.0,1,1,3,1.0,1.0,11.7667,96.5625,0.161071,465.0,0.0,467.0,3803.0,4270.0
650,2012-10-11,4.0,1,10,4,1.0,1.0,17.4,69.49995,0.181596,725.0,0.0,834.0,6736.0,7570.0
566,2012-07-19,3.0,1,7,4,1.0,1.0,30.8,90.06255,0.165429,602.0,0.0,10888.0,5703.0,16591.0
574,2012-07-27,3.0,1,7,5,1.0,1.0,31.2667,89.18745,0.152992,948.0,0.0,11259.0,5645.0,16904.0
266,2011-09-23,3.0,0,9,5,1.0,2.0,24.3667,145.875,0.0783667,612.0,0.0,258.0,2137.0,2395.0
627,2012-09-18,3.0,1,9,2,1.0,2.0,24.9333,130.875,0.357587,795.0,0.0,371.0,3702.0,4073.0
109,2011-04-19,2.0,0,4,2,1.0,2.0,20.2333,99.87495,0.157971,707.0,0.0,409.0,2795.0,3204.0
612,2012-09-03,3.0,1,9,1,0.0,1.0,28.3,118.62495,0.151121,469.0,0.0,1965.0,4069.0,6034.0
63,2011-03-04,1.0,0,3,5,1.0,2.0,10.4667,91.56255,0.203346,932.0,1.0,214.0,1730.0,1944.0
542,2012-06-25,2.0,1,6,1,1.0,1.0,28.6333,75.62505,0.300383,932.0,1.0,1139.0,5640.0,6779.0
636,2012-09-27,3.0,1,9,4,1.0,2.0,26.0,103.62495,0.134342,472.0,0.0,751.0,6642.0,7393.0
167,2011-06-16,2.0,0,6,4,1.0,2.0,25.1333,103.24995,0.206471,462.0,0.0,545.0,3222.0,3767.0
259,2011-09-16,3.0,0,9,5,1.0,2.0,18.7667,88.56255,0.164183,467.0,0.0,742.0,4018.0,4760.0
87,2011-03-28,1.0,0,3,1,1.0,1.0,10.5739,45.3261,0.212204,870.0,0.0,222.0,1806.0,2028.0
603,2012-08-25,3.0,1,8,6,0.0,2.0,26.4667,106.93755,0.244408,477.0,0.0,1829.0,4224.0,6053.0
701,2012-12-01,4.0,1,12,6,0.0,2.0,11.9333,121.00005,0.0597041999999999,602.0,0.0,951.0,4240.0,5191.0
337,2011-12-03,4.0,0,12,6,0.0,1.0,11.9667,91.93755,0.0957833,473.0,0.0,706.0,2908.0,3614.0
40,2011-02-09,1.0,0,2,3,1.0,2.0,5.3913,74.21745,0.188839,474.0,0.0,53.0,1552.0,1605.0
518,2012-06-01,2.0,1,6,5,1.0,2.0,26.1667,113.31255,0.237563,853.0,1.0,533.0,3594.0,4127.0
478,2012-04-22,2.0,1,4,0,0.0,3.0,15.8667,125.31255,0.344546,603.0,0.0,120.0,907.0,1027.0
396,2012-01-31,1.0,1,1,2,1.0,1.0,15.6,62.50005,0.261817,963.0,0.0,324.0,4185.0,4509.0
195,2011-07-14,3.0,0,7,4,1.0,1.0,27.2333,71.4375,0.240667,711.0,1.0,10888.0,4196.0,15084.0
268,2011-09-25,3.0,0,9,0,0.0,2.0,25.3667,126.75,0.0503792,1030.0,0.0,1544.0,3466.0,5010.0
491,2012-05-05,2.0,1,5,6,0.0,2.0,24.8667,113.50005,0.152992,1007.0,0.0,2496.0,4387.0,6883.0
278,2011-10-05,4.0,0,10,3,1.0,1.0,21.5333,97.18755,0.17725,935.0,0.0,559.0,4267.0,4826.0
724,2012-12-24,4.0,1,12,1,1.0,2.0,9.2522,109.3109709375,0.0772303999999999,1030.0,1.0,174.0,746.0,920.0
186,2011-07-05,3.0,0,7,2,1.0,1.0,29.8667,88.56255,0.1262579999999999,874.0,0.0,11031.0,3634.0,14665.0
604,2012-08-26,3.0,1,8,0,0.0,2.0,26.1333,126.87495,0.228858,644.0,0.0,1483.0,3772.0,5255.0
476,2012-04-20,2.0,1,4,5,1.0,1.0,21.0667,104.18745,0.149871,507.0,0.0,1340.0,5950.0,7290.0
572,2012-07-25,3.0,1,7,3,1.0,1.0,28.9667,67.5,0.1648,789.0,1.0,11383.0,6790.0,18173.0
231,2011-08-19,3.0,0,8,5,1.0,2.0,27.4,108.43755,0.139308,687.0,0.0,797.0,3356.0,4153.0
280,2011-10-07,4.0,0,10,5,1.0,1.0,20.4333,102.62505,0.0223917,991.0,0.0,949.0,4036.0,4985.0
723,2012-12-23,4.0,1,12,0,0.0,1.0,9.8333,77.31255,0.1330829999999999,490.0,0.0,408.0,1379.0,1787.0
95,2011-04-05,2.0,0,4,2,1.0,2.0,16.5667,96.31245,0.388067,626.0,0.0,167.0,1628.0,1795.0
56,2011-02-25,1.0,0,2,5,1.0,2.0,14.5739,109.3109709375,0.346539,493.0,0.0,120.0,1341.0,1461.0
632,2012-09-23,3.0,1,9,0,0.0,1.0,21.1667,70.06245,0.2232579999999999,888.0,0.0,2454.0,5453.0,7907.0
371,2012-01-06,1.0,1,1,5,1.0,1.0,13.3667,81.31245,0.167908,559.0,0.0,307.0,3791.0,4098.0
170,2011-06-19,2.0,0,6,0,0.0,2.0,27.9667,100.00005,0.102,1019.0,0.0,1639.0,3105.0,4744.0
218,2011-08-06,3.0,0,8,6,0.0,2.0,28.6667,109.3109709375,0.22825,711.0,0.0,1521.0,2773.0,4294.0
492,2012-05-06,2.0,1,5,0,0.0,2.0,22.5,111.0,0.1498789999999999,527.0,0.0,2135.0,4224.0,6359.0
672,2012-11-02,4.0,1,11,5,1.0,1.0,14.2,78.31245,0.266175,578.0,0.0,618.0,5229.0,5847.0
168,2011-06-17,2.0,0,6,5,1.0,1.0,25.9667,110.37495,0.143029,659.0,1.0,863.0,3981.0,4844.0
389,2012-01-24,1.0,1,1,2,1.0,1.0,13.7,84.1551970890411,0.123767,866.0,0.0,439.0,3900.0,4339.0
322,2011-11-18,4.0,0,11,5,1.0,1.0,10.9667,61.5,0.168533,673.0,0.0,245.0,3147.0,3392.0
333,2011-11-29,4.0,0,11,2,1.0,2.0,18.3333,124.62495,0.258092,767.0,0.0,96.0,2818.0,2914.0
126,2011-05-06,2.0,0,5,5,1.0,1.0,19.1667,84.1551970890411,0.228246,695.0,0.0,894.0,3714.0,4608.0
504,2012-05-18,2.0,1,5,5,1.0,1.0,22.5667,78.49995,0.136817,550.0,0.0,1521.0,6118.0,7639.0
101,2011-04-11,2.0,0,4,1,1.0,2.0,23.8261,107.5434,0.324474,799.0,0.0,855.0,2493.0,3348.0
456,2012-03-31,1.0,1,3,6,0.0,2.0,16.9667,110.74995,0.250617,538.0,0.0,2301.0,3934.0,6235.0
576,2012-07-29,3.0,1,7,0,0.0,1.0,28.8667,93.5625,0.170396,523.0,0.0,12153.0,4444.0,16597.0
355,2011-12-21,4.0,0,12,3,1.0,2.0,17.1333,128.74995,0.2214,942.0,0.0,107.0,2553.0,2660.0
171,2011-06-20,2.0,0,6,1,1.0,2.0,25.4,111.9375,0.155475,1018.0,0.0,699.0,3311.0,4010.0
60,2011-03-01,1.0,0,3,2,1.0,1.0,10.6667,80.25,0.216425,971.0,0.0,137.0,1714.0,1851.0
158,2011-06-07,2.0,0,6,2,1.0,1.0,28.3,89.68755,0.187808,464.0,1.0,763.0,4070.0,4833.0
308,2011-11-04,4.0,0,11,5,1.0,2.0,16.1333,93.375,0.271779,769.0,0.0,470.0,3576.0,4046.0
302,2011-10-29,4.0,0,10,6,0.0,3.0,10.1667,132.375,0.351371,936.0,0.0,57.0,570.0,627.0
731,2012-12-31,4.0,1,12,1,1.0,2.0,8.6333,86.625,0.154846,585.0,0.0,439.0,2290.0,2729.0
432,2012-03-07,1.0,1,3,3,1.0,1.0,16.1667,76.99995,0.345779,490.0,0.0,432.0,4484.0,4916.0
178,2011-06-27,2.0,0,6,1,1.0,2.0,27.3,98.74995,0.107588,819.0,0.0,854.0,3854.0,4708.0
212,2011-07-31,3.0,0,7,0,0.0,1.0,32.2333,72.12495,0.164813,724.0,0.0,11524.0,2778.0,14302.0
553,2012-07-06,3.0,1,7,5,1.0,1.0,33.1333,67.62495,0.146142,797.0,0.0,11366.0,4841.0,16207.0
84,2011-03-25,1.0,0,3,5,1.0,1.0,10.5667,74.25,0.230725,776.0,0.0,300.0,1910.0,2210.0
728,2012-12-28,4.0,1,12,5,1.0,2.0,10.1333,88.5,0.155471,562.0,0.0,644.0,2451.0,3095.0
172,2011-06-21,2.0,0,6,2,1.0,2.0,27.2333,115.56255,0.171025,474.0,0.0,774.0,4061.0,4835.0
618,2012-09-09,3.0,1,9,0,0.0,1.0,24.4,82.125,0.224496,494.0,0.0,2570.0,5657.0,8227.0
223,2011-08-11,3.0,0,8,4,1.0,1.0,28.7,63.5625,0.164796,980.0,0.0,812.0,3980.0,4792.0
2,2011-01-02,1.0,0,1,0,0.0,2.0,14.5391,104.41305,0.2485389999999999,837.0,1.0,131.0,670.0,801.0
688,2012-11-18,4.0,1,11,0,0.0,1.0,13.7,103.93755,0.2276119999999999,899.0,0.0,922.0,3747.0,4669.0
51,2011-02-20,1.0,0,2,0,0.0,1.0,11.4087,61.1739,0.223235,628.0,0.0,639.0,1173.0,1812.0
147,2011-05-27,2.0,0,5,5,1.0,1.0,27.2667,98.0625,0.240679,789.0,0.0,871.0,3808.0,4679.0
247,2011-09-04,3.0,0,9,0,0.0,1.0,28.3667,111.31245,0.206467,606.0,0.0,2521.0,2419.0,4940.0
570,2012-07-23,3.0,1,7,1,1.0,1.0,29.6667,104.12505,0.138683,603.0,0.0,11135.0,5831.0,16966.0
10,2011-01-10,1.0,0,1,1,1.0,1.0,6.0333,72.43755,0.223267,897.0,0.0,41.0,1280.0,1321.0
217,2011-08-05,3.0,0,8,5,1.0,1.0,28.4333,94.62495,0.184696,747.0,0.0,1023.0,3843.0,4866.0
684,2012-11-14,4.0,1,11,3,1.0,1.0,11.5667,82.81245,0.199625,478.0,0.0,373.0,5122.0,5495.0
75,2011-03-16,1.0,0,3,3,1.0,2.0,14.6087,116.4783,0.203117,837.0,0.0,321.0,1871.0,2192.0
610,2012-09-01,3.0,1,9,6,0.0,2.0,30.1333,95.74995,0.113187,823.0,0.0,2352.0,3788.0,6140.0
544,2012-06-27,2.0,1,6,3,1.0,1.0,27.9,54.0,0.271775,897.0,0.0,1077.0,6258.0,7335.0
495,2012-05-09,2.0,1,5,3,1.0,2.0,23.0,111.62505,0.216412,571.0,0.0,620.0,4097.0,4717.0
443,2012-03-18,1.0,1,3,0,0.0,2.0,18.9,121.5,0.126883,1016.0,1.0,2207.0,3685.0,5892.0
561,2012-07-14,3.0,1,7,6,0.0,2.0,28.1333,104.87505,0.143679,809.0,0.0,12355.0,4614.0,16969.0
692,2012-11-22,4.0,1,11,4,0.0,1.0,13.6,87.06255,0.0528708,535.0,0.0,955.0,1470.0,2425.0
494,2012-05-08,2.0,1,5,2,1.0,2.0,23.2667,102.87495,0.296029,596.0,0.0,738.0,4990.0,5728.0
99,2011-04-09,2.0,0,4,6,0.0,2.0,13.7,131.625,0.1330829999999999,803.0,0.0,879.0,1576.0,2455.0
54,2011-02-23,1.0,0,2,3,1.0,1.0,8.8696,63.45645,0.094113,674.0,1.0,139.0,1778.0,1917.0
250,2011-09-07,3.0,0,9,3,1.0,3.0,23.9667,137.56245,0.0970208,892.0,0.0,118.0,1878.0,1996.0
131,2011-05-11,2.0,0,5,3,1.0,1.0,21.7,94.93755,0.120642,549.0,0.0,550.0,3632.0,4182.0
500,2012-05-14,2.0,1,5,1,1.0,2.0,22.9333,118.43745,0.212692,768.0,0.0,342.0,2501.0,2843.0
522,2012-06-05,2.0,1,6,2,1.0,2.0,21.6333,91.99995,0.209575,831.0,0.0,968.0,6033.0,7001.0
538,2012-06-21,2.0,1,6,4,1.0,1.0,32.2333,85.18755,0.1187869999999999,692.0,0.0,778.0,5127.0,5905.0
191,2011-07-10,3.0,0,7,0,0.0,1.0,29.9,86.74995,0.183471,492.0,0.0,11743.0,3138.0,14881.0
238,2011-08-26,3.0,0,8,5,1.0,1.0,28.0,114.1875,0.0839625,875.0,0.0,768.0,3893.0,4661.0
80,2011-03-21,1.0,0,3,1,1.0,2.0,17.2174,110.60865,0.288783,817.0,0.0,401.0,1676.0,2077.0
47,2011-02-16,1.0,0,2,3,1.0,1.0,12.7304,63.5217,0.251791,1029.0,0.0,218.0,1897.0,2115.0
6,2011-01-06,1.0,0,1,4,1.0,1.0,8.1739,77.73915,0.0895652,734.0,1.0,88.0,1518.0,1606.0
414,2012-02-18,1.0,1,2,6,0.0,1.0,13.8667,80.18745,0.190929,900.0,0.0,1435.0,2883.0,4318.0
384,2012-01-19,1.0,1,1,4,1.0,1.0,7.6,74.625,0.220158,637.0,0.0,130.0,3162.0,3292.0
166,2011-06-15,2.0,0,6,3,1.0,1.0,25.0667,70.75005,0.1679119999999999,749.0,0.0,769.0,4411.0,5180.0
375,2012-01-10,1.0,1,1,2,1.0,1.0,12.3478,96.9783,0.187552,598.0,0.0,173.0,3425.0,3598.0
282,2011-10-09,4.0,0,10,0,0.0,1.0,21.6333,109.125,0.06345,581.0,0.0,2397.0,3114.0,5511.0
224,2011-08-12,3.0,0,8,5,1.0,1.0,28.3333,62.25,0.19029483455284552,835.0,0.0,1051.0,3854.0,4905.0
521,2012-06-04,2.0,1,6,1,1.0,1.0,23.9,73.06245,0.284833,860.0,0.0,1071.0,5927.0,6998.0
293,2011-10-20,4.0,0,10,4,1.0,1.0,19.0333,95.4375,0.422275,751.0,1.0,471.0,3724.0,4195.0
635,2012-09-26,3.0,1,9,3,1.0,1.0,25.4,94.62495,0.2444,1001.0,0.0,787.0,6946.0,7733.0
215,2011-08-03,3.0,0,8,3,1.0,2.0,29.2667,98.625,0.1355829999999999,934.0,0.0,467.0,3107.0,3574.0
607,2012-08-29,3.0,1,8,3,1.0,1.0,27.4,82.81245,0.112562,575.0,0.0,1177.0,6520.0,7697.0
177,2011-06-26,2.0,0,6,0,0.0,1.0,27.2,76.99995,0.0945333,976.0,0.0,1920.0,3385.0,5305.0
36,2011-02-05,1.0,0,2,6,0.0,2.0,9.3333,139.37505,0.161079,707.0,0.0,100.0,905.0,1005.0
438,2012-03-13,1.0,1,3,2,1.0,1.0,22.6,92.625,0.23695,889.0,0.0,762.0,5085.0,5847.0
461,2012-04-05,2.0,1,4,4,1.0,1.0,17.4,56.12505,0.219529,518.0,1.0,1192.0,5265.0,6457.0
311,2011-11-07,4.0,0,11,1,1.0,1.0,15.8,113.8125,0.057225,606.0,0.0,373.0,3662.0,4035.0
379,2012-01-14,1.0,1,1,6,0.0,1.0,7.2,68.625,0.187183,944.0,0.0,333.0,2160.0,2493.0
391,2012-01-26,1.0,1,1,4,1.0,2.0,13.6667,115.43745,0.0733958,784.0,1.0,244.0,3831.0,4075.0
664,2012-10-25,4.0,1,10,4,1.0,2.0,22.0,120.06255,0.124375,492.0,0.0,875.0,6484.0,7359.0
710,2012-12-10,4.0,1,12,1,1.0,2.0,17.4333,138.75,0.190308,1031.0,0.0,329.0,4841.0,5170.0
563,2012-07-16,3.0,1,7,1,1.0,1.0,30.5333,96.75,0.164187,639.0,0.0,11088.0,5742.0,16830.0
678,2012-11-08,4.0,1,11,4,1.0,1.0,14.087,50.0217,0.347835,554.0,0.0,340.0,4975.0,5315.0
457,2012-04-01,2.0,1,4,0,0.0,2.0,17.0333,101.4375,0.172267,664.0,0.0,2347.0,3694.0,6041.0
625,2012-09-16,3.0,1,9,0,0.0,1.0,23.2,85.5,0.0901833,589.0,0.0,2166.0,5167.0,7333.0
616,2012-09-07,3.0,1,9,5,1.0,1.0,28.1333,84.1551970890411,0.171646,929.0,0.0,1045.0,6459.0,7504.0
410,2012-02-14,1.0,1,2,2,1.0,2.0,12.7667,76.3125,0.141179,921.0,1.0,135.0,3787.0,3922.0
130,2011-05-10,2.0,0,5,2,1.0,1.0,21.3,73.37505,0.115671,473.0,0.0,694.0,4109.0,4803.0
319,2011-11-15,4.0,0,11,2,1.0,2.0,21.2,103.3125,0.199633,852.0,0.0,449.0,3746.0,4195.0
225,2011-08-13,3.0,0,8,6,0.0,2.0,27.4333,109.43745,0.211454,935.0,0.0,1504.0,2646.0,4150.0
5,2011-01-05,1.0,0,1,3,1.0,1.0,9.0783,65.54355,0.1869,745.0,0.0,82.0,1518.0,1600.0
150,2011-05-30,2.0,0,5,1,0.0,1.0,29.3333,102.75,0.131225,483.0,0.0,1549.0,2549.0,4098.0
727,2012-12-27,4.0,1,12,4,1.0,2.0,10.1667,97.93755,0.3501329999999999,561.0,0.0,247.0,1867.0,2114.0
160,2011-06-09,2.0,0,6,4,1.0,2.0,32.3333,85.24995,0.149883,906.0,0.0,563.0,3352.0,3915.0
207,2011-07-26,3.0,0,7,2,1.0,1.0,30.8667,81.12495,0.200258,692.0,0.0,10750.0,3840.0,14590.0
479,2012-04-23,2.0,1,4,1,1.0,2.0,12.8667,115.00005,0.303496,512.0,1.0,195.0,3019.0,3214.0
381,2012-01-16,1.0,1,1,1,0.0,1.0,7.6,78.375,0.2313579999999999,709.0,0.0,217.0,2081.0,2298.0
374,2012-01-09,1.0,1,1,1,1.0,2.0,8.9667,105.25005,0.0989,644.0,0.0,106.0,2270.0,2376.0
118,2011-04-28,2.0,0,4,4,1.0,2.0,24.7,109.3109709375,0.3209079999999999,763.0,0.0,569.0,3489.0,4058.0
73,2011-03-14,1.0,0,3,1,1.0,1.0,13.0087,74.54355,0.136926,926.0,0.0,359.0,1687.0,2046.0
62,2011-03-03,1.0,0,3,4,1.0,1.0,7.9333,47.74995,0.225754,759.0,0.0,123.0,1562.0,1685.0
530,2012-06-13,2.0,1,6,3,1.0,1.0,26.2333,87.31245,0.343279,865.0,0.0,1173.0,6248.0,7421.0
33,2011-02-02,1.0,0,2,3,1.0,2.0,10.4,116.31255,0.264308,678.0,0.0,72.0,1454.0,1526.0
57,2011-02-26,1.0,0,2,6,0.0,1.0,11.3,80.68755,0.186571,522.0,0.0,424.0,1545.0,1969.0
405,2012-02-09,1.0,1,2,4,1.0,1.0,10.6,84.31245,0.194037,1010.0,0.0,163.0,3667.0,3830.0
400,2012-02-04,1.0,1,2,6,0.0,2.0,10.5667,116.93745,0.121896,953.0,1.0,384.0,2448.0,2832.0
613,2012-09-04,3.0,1,9,2,1.0,1.0,29.0333,113.25,0.236321,872.0,0.0,867.0,5997.0,6864.0
29,2011-01-29,1.0,0,1,6,0.0,1.0,7.8609,84.1551970890411,0.145365,1018.0,0.0,123.0,975.0,1098.0
475,2012-04-19,2.0,1,4,4,1.0,1.0,19.9333,91.875,0.0659292,584.0,0.0,846.0,5719.0,6565.0
307,2011-11-03,4.0,0,11,4,1.0,1.0,16.3333,84.1551970890411,0.136817,1021.0,0.0,318.0,3656.0,3974.0
340,2011-12-06,4.0,0,12,2,1.0,3.0,18.5,142.43745,0.2325829999999999,459.0,0.0,126.0,2468.0,2594.0
114,2011-04-24,2.0,0,4,0,0.0,2.0,23.2667,121.62495,0.192175,697.0,0.0,1710.0,2481.0,4191.0
674,2012-11-04,4.0,1,11,0,0.0,1.0,13.0333,79.93755,0.179108,684.0,0.0,1201.0,3906.0,5107.0
454,2012-03-29,1.0,1,3,4,1.0,1.0,19.7667,65.87505,0.31965,956.0,0.0,834.0,5299.0,6133.0
165,2011-06-14,2.0,0,6,2,1.0,1.0,24.1667,76.06245,0.269283,858.0,0.0,727.0,4164.0,4891.0
300,2011-10-27,4.0,0,10,4,1.0,2.0,18.8,121.93755,0.197763,518.0,0.0,240.0,2419.0,2659.0
532,2012-06-15,2.0,1,6,5,1.0,1.0,25.5667,88.43745,0.176617,709.0,0.0,1563.0,6102.0,7665.0
560,2012-07-13,3.0,1,7,5,1.0,2.0,29.2667,72.87495,0.08085,500.0,0.0,11511.0,5988.0,17499.0
467,2012-04-11,2.0,1,4,3,1.0,1.0,13.9478,70.43475,0.295274,767.0,0.0,482.0,4380.0,4862.0
567,2012-07-20,3.0,1,7,5,1.0,2.0,26.6333,126.62505,0.208967,685.0,0.0,10747.0,5123.0,15870.0
134,2011-05-14,2.0,0,5,6,0.0,2.0,20.8333,138.375,0.13495,928.0,0.0,902.0,2507.0,3409.0
106,2011-04-16,2.0,0,4,6,0.0,3.0,17.2333,133.24995,0.340808,577.0,0.0,121.0,674.0,795.0
585,2012-08-07,3.0,1,8,2,1.0,2.0,29.4333,105.5625,0.116908,714.0,0.0,1278.0,5995.0,7273.0
325,2011-11-21,4.0,0,11,1,1.0,3.0,17.9,136.5,0.138054,865.0,0.0,220.0,2545.0,2765.0
58,2011-02-27,1.0,0,2,0,0.0,1.0,13.7391,102.0,0.125248,736.0,0.0,694.0,1708.0,2402.0
263,2011-09-20,3.0,0,9,2,1.0,2.0,22.4667,132.1875,0.134954,736.0,0.0,438.0,3203.0,3641.0
386,2012-01-21,1.0,1,1,6,0.0,2.0,6.9333,124.6875,0.222642,798.0,0.0,67.0,1234.0,1301.0
153,2011-06-02,2.0,0,6,4,1.0,1.0,28.6,45.75,0.2922869999999999,740.0,1.0,736.0,4232.0,4968.0
451,2012-03-26,1.0,1,3,1,1.0,1.0,17.8333,71.68755,0.386821,747.0,0.0,795.0,4763.0,5558.0
537,2012-06-20,2.0,1,6,3,1.0,1.0,31.3,88.81245,0.1138119999999999,772.0,0.0,872.0,5339.0,6211.0
419,2012-02-23,1.0,1,2,4,1.0,1.0,18.1667,83.18745,0.190913,509.0,0.0,516.0,4546.0,5062.0
152,2011-06-01,2.0,0,6,3,1.0,2.0,30.5667,101.56245,0.207092,694.0,0.0,513.0,3461.0,3974.0
445,2012-03-20,1.0,1,3,2,1.0,1.0,22.4333,121.18755,0.121271,605.0,1.0,1051.0,5042.0,6093.0
275,2011-10-02,4.0,0,10,0,0.0,2.0,14.2667,118.75005,0.222013,485.0,0.0,616.0,2302.0,2918.0
668,2012-10-29,4.0,1,10,1,1.0,3.0,17.6,132.0,0.3582,1028.0,1.0,2.0,20.0,22.0
644,2012-10-05,4.0,1,10,5,1.0,1.0,24.6,94.125,0.10635,484.0,0.0,1516.0,6640.0,8156.0
127,2011-05-07,2.0,0,5,6,0.0,1.0,20.8,81.1875,0.16045,1014.0,0.0,1612.0,3102.0,4714.0
376,2012-01-11,1.0,1,1,3,1.0,2.0,10.9667,127.125,0.131221,715.0,0.0,92.0,2085.0,2177.0
236,2011-08-24,3.0,0,8,3,1.0,1.0,26.9333,90.75,0.19029483455284552,935.0,0.0,949.0,4181.0,5130.0
573,2012-07-26,3.0,1,7,4,1.0,1.0,31.0667,89.50005,0.284813,1012.0,0.0,11036.0,5825.0,16861.0
645,2012-10-06,4.0,1,10,6,0.0,1.0,22.1667,99.62505,0.268025,755.0,0.0,3031.0,4934.0,7965.0
370,2012-01-05,1.0,1,1,4,1.0,1.0,10.6333,78.62505,0.129987,983.0,0.0,140.0,3132.0,3272.0
125,2011-05-05,2.0,0,5,4,1.0,1.0,18.3667,66.62505,0.295392,789.0,0.0,614.0,3819.0,4433.0
21,2011-01-21,1.0,0,1,5,1.0,1.0,7.1,68.56245,0.353242,725.0,0.0,75.0,1468.0,1543.0
351,2011-12-17,4.0,0,12,6,0.0,2.0,10.3333,84.12495,0.243167,660.0,0.0,275.0,2464.0,2739.0
659,2012-10-20,4.0,1,10,6,0.0,1.0,19.3667,85.93755,0.1175369999999999,988.0,0.0,2806.0,5284.0,8090.0
345,2011-12-11,4.0,0,12,0,0.0,1.0,8.8333,84.1551970890411,0.0665417,695.0,0.0,377.0,2366.0,2743.0
528,2012-06-11,2.0,1,6,1,1.0,2.0,28.8333,88.18755,0.207713,907.0,0.0,1017.0,5647.0,6664.0
493,2012-05-07,2.0,1,5,1,1.0,2.0,21.5,99.62505,0.230721,893.0,1.0,1008.0,5265.0,6273.0
270,2011-09-27,3.0,0,9,2,1.0,2.0,25.4667,132.81255,0.118171,903.0,1.0,477.0,3643.0,4120.0
82,2011-03-23,1.0,0,3,3,1.0,2.0,13.8783,125.93475,0.234261,516.0,0.0,203.0,1918.0,2121.0
642,2012-10-03,4.0,1,10,3,1.0,2.0,26.3,119.0625,0.0665458,727.0,0.0,728.0,6844.0,7572.0
611,2012-09-02,3.0,1,9,0,0.0,2.0,27.8667,122.25,0.0640708,946.0,0.0,2613.0,3197.0,5810.0
720,2012-12-20,4.0,1,12,4,1.0,2.0,13.2,100.18755,0.132463,883.0,0.0,314.0,3814.0,4128.0
525,2012-06-08,2.0,1,6,5,1.0,1.0,25.9667,70.18755,0.1753829999999999,968.0,0.0,1488.0,6248.0,7736.0
338,2011-12-04,4.0,0,12,0,0.0,1.0,13.2333,116.37495,0.0839583,998.0,1.0,634.0,2851.0,3485.0
715,2012-12-15,4.0,1,12,6,0.0,1.0,12.9667,97.56255,0.10635,619.0,0.0,767.0,4280.0,5047.0
402,2012-02-06,1.0,1,2,1,1.0,1.0,11.3044,93.3261,0.1538,750.0,0.0,206.0,3578.0,3784.0
43,2011-02-12,1.0,0,2,6,0.0,1.0,8.9,81.62505,0.203367,709.0,0.0,288.0,1184.0,1472.0
46,2011-02-15,1.0,0,2,2,1.0,1.0,10.6435,47.1522,0.2913739999999999,565.0,0.0,140.0,1675.0,1815.0
156,2011-06-05,2.0,0,6,0,0.0,2.0,25.9333,97.875,0.138692,495.0,0.0,1685.0,3221.0,4906.0
149,2011-05-29,2.0,0,5,0,0.0,1.0,26.7,84.1551970890411,0.213938,667.0,1.0,2355.0,2433.0,4788.0
